"drink_id","drink_name","base","temperature","size","milk","syrup","sweetness_level","espresso_shots","caffeine_level","calories","price","dietary_tags","flavor_profile"
"DRK-0251","Venti Iced Extra Soy Latte with No Syrup","Latte","iced","venti","soy","none","extra","3","medium","235","6.45","dairy-free,vegan,nut-free,no-added-sugar","creamy espresso, smooth soy, unsweetened, dessert sweet"
"DRK-0252","Venti Iced Extra Soy Cold Brew with No Syrup","Cold Brew","iced","venti","soy","none","extra","0","high","125","6.65","dairy-free,vegan,nut-free,no-added-sugar","bold smooth coffee, smooth soy, unsweetened, dessert sweet"
"DRK-0253","Short Iced Extra Soy Mocha with No Syrup","Mocha","iced","short","soy","none","extra","2","medium","210","5.55","dairy-free,vegan,nut-free,no-added-sugar","chocolate espresso, smooth soy, unsweetened, dessert sweet"
"DRK-0254","Short Iced Extra Coconut Matcha Latte with No Syrup","Matcha Latte","iced","short","coconut","none","extra","0","medium","165","5.45","dairy-free,vegan,no-added-sugar","earthy green tea, tropical coconut, unsweetened, dessert sweet"
"DRK-0255","Short Iced Extra Coconut Chai Latte with No Syrup","Chai Latte","iced","short","coconut","none","extra","0","medium","175","5.15","dairy-free,vegan,no-added-sugar","spiced black tea, tropical coconut, unsweetened, dessert sweet"
"DRK-0256","Short Iced Extra Coconut Americano with Vanilla","Americano","iced","short","coconut","vanilla","extra","2","medium","81","4.75","dairy-free,vegan,low-calorie","clean espresso, tropical coconut, vanilla, dessert sweet"
"DRK-0257","Short Iced Extra Coconut Cappuccino with Vanilla","Cappuccino","iced","short","coconut","vanilla","extra","2","medium","176","5.45","dairy-free,vegan","foamy espresso, tropical coconut, vanilla, dessert sweet"
"DRK-0258","Short Blended Extra Coconut Frappuccino with Vanilla","Frappuccino","blended","short","coconut","vanilla","extra","0","low","346","6.75","dairy-free,vegan","sweet blended coffee, tropical coconut, vanilla, dessert sweet"
"DRK-0259","Short Iced Extra Coconut Refresher with Vanilla","Refresher","iced","short","coconut","vanilla","extra","0","low","156","5.65","dairy-free,vegan","bright fruit, tropical coconut, vanilla, dessert sweet"
"DRK-0260","Tall Iced Extra Coconut Herbal Tea with Vanilla","Herbal Tea","iced","tall","coconut","vanilla","extra","0","none","111","5.05","dairy-free,vegan,low-calorie","calm botanical, tropical coconut, vanilla, dessert sweet"
"DRK-0261","Tall Blended Unsweetened Coconut Latte with Caramel","Latte","blended","tall","coconut","caramel","unsweetened","2","medium","150","6.05","dairy-free,vegan,no-added-sugar","creamy espresso, tropical coconut, buttery caramel, dry"
"DRK-0262","Tall Blended Unsweetened Coconut Cold Brew with Caramel","Cold Brew","blended","tall","coconut","caramel","unsweetened","0","high","40","6.25","dairy-free,vegan,low-calorie,no-added-sugar","bold smooth coffee, tropical coconut, buttery caramel, dry"
"DRK-0263","Tall Blended Unsweetened Coconut Mocha with Caramel","Mocha","blended","tall","coconut","caramel","unsweetened","2","medium","250","6.65","dairy-free,vegan,no-added-sugar","chocolate espresso, tropical coconut, buttery caramel, dry"
"DRK-0264","Tall Blended Unsweetened Coconut Matcha Latte with Caramel","Matcha Latte","blended","tall","coconut","caramel","unsweetened","0","medium","200","6.55","dairy-free,vegan,no-added-sugar","earthy green tea, tropical coconut, buttery caramel, dry"
"DRK-0265","Tall Blended Unsweetened Soy Chai Latte with Caramel","Chai Latte","blended","tall","soy","caramel","unsweetened","0","medium","205","6.25","dairy-free,vegan,nut-free,no-added-sugar","spiced black tea, smooth soy, buttery caramel, dry"
"DRK-0266","Tall Blended Unsweetened No Milk Americano with Hazelnut","Americano","blended","tall","none","hazelnut","unsweetened","2","medium","15","4.55","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","clean espresso, no milk, toasted hazelnut, dry"
"DRK-0267","Grande Hot Unsweetened Whole Cappuccino with Hazelnut","Cappuccino","hot","grande","whole","hazelnut","unsweetened","2","medium","200","5.8","vegetarian,nut-free,no-added-sugar","foamy espresso, rich dairy, toasted hazelnut, dry"
"DRK-0268","Grande Blended Unsweetened 2% Frappuccino with Hazelnut","Frappuccino","blended","grande","2%","hazelnut","unsweetened","0","low","350","7.1","vegetarian,nut-free,no-added-sugar","sweet blended coffee, classic dairy, toasted hazelnut, dry"
"DRK-0269","Grande Blended Unsweetened No Milk Refresher with Raspberry","Refresher","blended","grande","none","raspberry","unsweetened","0","low","135","6","dairy-free,vegan,nut-free,no-added-sugar","bright fruit, no milk, berry, dry"
"DRK-0270","Grande Iced Unsweetened No Milk Herbal Tea with Hazelnut","Herbal Tea","iced","grande","none","hazelnut","unsweetened","0","none","55","4.9","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, toasted hazelnut, dry"
"DRK-0271","Grande Hot Unsweetened Almond Latte with Mocha","Latte","hot","grande","almond","mocha","unsweetened","2","medium","155","6.6","dairy-free,vegan,no-added-sugar","creamy espresso, nutty almond, cocoa, dry"
"DRK-0272","Grande Iced Unsweetened No Milk Cold Brew with Mocha","Cold Brew","iced","grande","none","mocha","unsweetened","0","high","65","6.1","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","bold smooth coffee, no milk, cocoa, dry"
"DRK-0273","Grande Hot Unsweetened Coconut Mocha with Mocha","Mocha","hot","grande","coconut","mocha","unsweetened","2","medium","295","7.2","dairy-free,vegan,no-added-sugar","chocolate espresso, tropical coconut, cocoa, dry"
"DRK-0274","Venti Hot Light Whole Matcha Latte with Mocha","Matcha Latte","hot","venti","whole","mocha","light","0","medium","360","6.85","vegetarian,nut-free","earthy green tea, rich dairy, cocoa, lightly sweet"
"DRK-0275","Venti Hot Light 2% Chai Latte with Mocha","Chai Latte","hot","venti","2%","mocha","light","0","medium","350","6.55","vegetarian,nut-free","spiced black tea, classic dairy, cocoa, lightly sweet"
"DRK-0276","Venti Hot Light No Milk Americano with White Mocha","Americano","hot","venti","none","white mocha","light","3","medium","160","5.65","dairy-free,vegan,nut-free","clean espresso, no milk, white chocolate, lightly sweet"
"DRK-0277","Venti Hot Light Whole Cappuccino with White Mocha","Cappuccino","hot","venti","whole","white mocha","light","3","medium","300","6.35","vegetarian,nut-free","foamy espresso, rich dairy, white chocolate, lightly sweet"
"DRK-0278","Venti Blended Light Whole Frappuccino with White Mocha","Frappuccino","blended","venti","whole","white mocha","light","0","low","470","7.65","vegetarian,nut-free","sweet blended coffee, rich dairy, white chocolate, lightly sweet"
"DRK-0279","Venti Iced Light No Milk Refresher with Raspberry","Refresher","iced","venti","none","raspberry","light","0","low","215","6.45","dairy-free,vegan,nut-free","bright fruit, no milk, berry, lightly sweet"
"DRK-0280","Venti Hot Light No Milk Herbal Tea with No Syrup","Herbal Tea","hot","venti","none","none","light","0","none","100","4.75","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, unsweetened, lightly sweet"
"DRK-0281","Short Iced Light Whole Latte with Brown Sugar","Latte","iced","short","whole","brown sugar","light","2","medium","178","4.85","vegetarian,nut-free","creamy espresso, rich dairy, brown sugar, lightly sweet"
"DRK-0282","Short Iced Light Whole Cold Brew with Brown Sugar","Cold Brew","iced","short","whole","brown sugar","light","0","high","68","5.05","vegetarian,nut-free,low-calorie","bold smooth coffee, rich dairy, brown sugar, lightly sweet"
"DRK-0283","Short Iced Light Whole Mocha with Brown Sugar","Mocha","iced","short","whole","brown sugar","light","2","medium","278","5.45","vegetarian,nut-free","chocolate espresso, rich dairy, brown sugar, lightly sweet"
"DRK-0284","Short Iced Light Whole Matcha Latte with Brown Sugar","Matcha Latte","iced","short","whole","brown sugar","light","0","medium","228","5.35","vegetarian,nut-free","earthy green tea, rich dairy, brown sugar, lightly sweet"
"DRK-0285","Short Iced Light Whole Chai Latte with Brown Sugar","Chai Latte","iced","short","whole","brown sugar","light","0","medium","238","5.05","vegetarian,nut-free","spiced black tea, rich dairy, brown sugar, lightly sweet"
"DRK-0286","Short Iced Light No Milk Americano with Cinnamon Dolce","Americano","iced","short","none","cinnamon dolce","light","2","medium","20","4.05","dairy-free,vegan,nut-free,low-calorie","clean espresso, no milk, warm cinnamon, lightly sweet"
"DRK-0287","Short Iced Classic 2% Cappuccino with Cinnamon Dolce","Cappuccino","iced","short","2%","cinnamon dolce","classic","2","medium","180","4.75","vegetarian,nut-free","foamy espresso, classic dairy, warm cinnamon, balanced sweet"
"DRK-0288","Tall Blended Classic 2% Frappuccino with Cinnamon Dolce","Frappuccino","blended","tall","2%","cinnamon dolce","classic","0","low","385","6.55","vegetarian,nut-free","sweet blended coffee, classic dairy, warm cinnamon, balanced sweet"
"DRK-0289","Tall Iced Classic No Milk Refresher with Cinnamon Dolce","Refresher","iced","tall","none","cinnamon dolce","classic","0","low","170","5.45","dairy-free,vegan,nut-free","bright fruit, no milk, warm cinnamon, balanced sweet"
"DRK-0290","Tall Iced Classic No Milk Herbal Tea with Cinnamon Dolce","Herbal Tea","iced","tall","none","cinnamon dolce","classic","0","none","90","4.35","dairy-free,vegan,nut-free,low-calorie","calm botanical, no milk, warm cinnamon, balanced sweet"
"DRK-0291","Tall Blended Classic 2% Latte with Peppermint","Latte","blended","tall","2%","peppermint","classic","2","medium","220","5.35","vegetarian,nut-free","creamy espresso, classic dairy, cool mint, balanced sweet"
"DRK-0292","Tall Blended Classic 2% Cold Brew with Peppermint","Cold Brew","blended","tall","2%","peppermint","classic","0","high","110","5.55","vegetarian,nut-free,low-calorie","bold smooth coffee, classic dairy, cool mint, balanced sweet"
"DRK-0293","Tall Blended Classic 2% Mocha with Peppermint","Mocha","blended","tall","2%","peppermint","classic","2","medium","320","5.95","vegetarian,nut-free","chocolate espresso, classic dairy, cool mint, balanced sweet"
"DRK-0294","Tall Blended Classic 2% Matcha Latte with Peppermint","Matcha Latte","blended","tall","2%","peppermint","classic","0","medium","270","5.85","vegetarian,nut-free","earthy green tea, classic dairy, cool mint, balanced sweet"
"DRK-0295","Grande Blended Classic 2% Chai Latte with Peppermint","Chai Latte","blended","grande","2%","peppermint","classic","0","medium","325","6.1","vegetarian,nut-free","spiced black tea, classic dairy, cool mint, balanced sweet"
"DRK-0296","Grande Blended Classic No Milk Americano with Raspberry","Americano","blended","grande","none","raspberry","classic","2","medium","130","5.1","dairy-free,vegan,nut-free","clean espresso, no milk, berry, balanced sweet"
"DRK-0297","Grande Hot Classic 2% Cappuccino with Raspberry","Cappuccino","hot","grande","2%","raspberry","classic","2","medium","250","5.8","vegetarian,nut-free","foamy espresso, classic dairy, berry, balanced sweet"
"DRK-0298","Grande Blended Classic Nonfat Frappuccino with Raspberry","Frappuccino","blended","grande","nonfat","raspberry","classic","0","low","380","7.1","vegetarian,low-fat,nut-free","sweet blended coffee, light dairy, berry, balanced sweet"
"DRK-0299","Grande Blended Classic No Milk Refresher with Raspberry","Refresher","blended","grande","none","raspberry","classic","0","low","205","6","dairy-free,vegan,nut-free","bright fruit, no milk, berry, balanced sweet"
"DRK-0300","Grande Iced Extra No Milk Herbal Tea with Raspberry","Herbal Tea","iced","grande","none","raspberry","extra","0","none","149","4.9","dairy-free,vegan,nut-free","calm botanical, no milk, berry, dessert sweet"
"DRK-0301","Grande Hot Extra Nonfat Latte with No Syrup","Latte","hot","grande","nonfat","none","extra","2","medium","160","5.3","vegetarian,low-fat,nut-free,no-added-sugar","creamy espresso, light dairy, unsweetened, dessert sweet"
"DRK-0302","Venti Iced Extra Nonfat Cold Brew with No Syrup","Cold Brew","iced","venti","nonfat","none","extra","0","high","95","5.95","vegetarian,low-fat,nut-free,low-calorie,no-added-sugar","bold smooth coffee, light dairy, unsweetened, dessert sweet"
"DRK-0303","Venti Hot Extra Nonfat Mocha with No Syrup","Mocha","hot","venti","nonfat","none","extra","3","medium","305","6.35","vegetarian,low-fat,nut-free,no-added-sugar","chocolate espresso, light dairy, unsweetened, dessert sweet"
"DRK-0304","Venti Hot Extra Nonfat Matcha Latte with No Syrup","Matcha Latte","hot","venti","nonfat","none","extra","0","medium","255","6.25","vegetarian,low-fat,nut-free,no-added-sugar","earthy green tea, light dairy, unsweetened, dessert sweet"
"DRK-0305","Venti Hot Extra Nonfat Chai Latte with No Syrup","Chai Latte","hot","venti","nonfat","none","extra","0","medium","265","5.95","vegetarian,low-fat,nut-free,no-added-sugar","spiced black tea, light dairy, unsweetened, dessert sweet"
"DRK-0306","Venti Hot Extra No Milk Americano with Vanilla","Americano","hot","venti","none","vanilla","extra","3","medium","186","5.55","dairy-free,vegan,nut-free","clean espresso, no milk, vanilla, dessert sweet"
"DRK-0307","Venti Hot Extra Nonfat Cappuccino with Vanilla","Cappuccino","hot","venti","nonfat","vanilla","extra","3","medium","266","6.25","vegetarian,low-fat,nut-free","foamy espresso, light dairy, vanilla, dessert sweet"
"DRK-0308","Venti Blended Extra Nonfat Frappuccino with Vanilla","Frappuccino","blended","venti","nonfat","vanilla","extra","0","low","436","7.55","vegetarian,low-fat,nut-free","sweet blended coffee, light dairy, vanilla, dessert sweet"
"DRK-0309","Short Iced Extra Oat Refresher with Vanilla","Refresher","iced","short","oat","vanilla","extra","0","low","171","5.65","dairy-free,vegan,nut-free","bright fruit, toasty oat, vanilla, dessert sweet"
"DRK-0310","Short Hot Extra Oat Herbal Tea with Vanilla","Herbal Tea","hot","short","oat","vanilla","extra","0","none","91","4.55","dairy-free,vegan,nut-free,low-calorie","calm botanical, toasty oat, vanilla, dessert sweet"
"DRK-0311","Short Iced Extra Oat Latte with Caramel","Latte","iced","short","oat","caramel","extra","2","medium","238","5.55","dairy-free,vegan,nut-free","creamy espresso, toasty oat, buttery caramel, dessert sweet"
"DRK-0312","Short Iced Extra Oat Cold Brew with Caramel","Cold Brew","iced","short","oat","caramel","extra","0","high","128","5.75","dairy-free,vegan,nut-free","bold smooth coffee, toasty oat, buttery caramel, dessert sweet"
"DRK-0313","Short Iced Unsweetened Oat Mocha with Caramel","Mocha","iced","short","oat","caramel","unsweetened","2","medium","230","6.15","dairy-free,vegan,nut-free,no-added-sugar","chocolate espresso, toasty oat, buttery caramel, dry"
"DRK-0314","Short Iced Unsweetened Oat Matcha Latte with Caramel","Matcha Latte","iced","short","oat","caramel","unsweetened","0","medium","180","6.05","dairy-free,vegan,nut-free,no-added-sugar","earthy green tea, toasty oat, buttery caramel, dry"
"DRK-0315","Short Iced Unsweetened Oat Chai Latte with Caramel","Chai Latte","iced","short","oat","caramel","unsweetened","0","medium","190","5.75","dairy-free,vegan,nut-free,no-added-sugar","spiced black tea, toasty oat, buttery caramel, dry"
"DRK-0316","Tall Iced Unsweetened Oat Americano with Hazelnut","Americano","iced","tall","oat","hazelnut","unsweetened","2","medium","50","5.25","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","clean espresso, toasty oat, toasted hazelnut, dry"
"DRK-0317","Tall Iced Unsweetened Oat Cappuccino with Hazelnut","Cappuccino","iced","tall","oat","hazelnut","unsweetened","2","medium","145","5.95","dairy-free,vegan,nut-free,no-added-sugar","foamy espresso, toasty oat, toasted hazelnut, dry"
"DRK-0318","Tall Blended Unsweetened Oat Frappuccino with Hazelnut","Frappuccino","blended","tall","oat","hazelnut","unsweetened","0","low","315","7.25","dairy-free,vegan,nut-free,no-added-sugar","sweet blended coffee, toasty oat, toasted hazelnut, dry"
"DRK-0319","Tall Iced Unsweetened Oat Refresher with Raspberry","Refresher","iced","tall","oat","raspberry","unsweetened","0","low","125","6.15","dairy-free,vegan,nut-free,no-added-sugar","bright fruit, toasty oat, berry, dry"
"DRK-0320","Tall Iced Unsweetened No Milk Herbal Tea with Hazelnut","Herbal Tea","iced","tall","none","hazelnut","unsweetened","0","none","10","4.35","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, toasted hazelnut, dry"
"DRK-0321","Tall Blended Unsweetened Almond Latte with Mocha","Latte","blended","tall","almond","mocha","unsweetened","2","medium","110","6.05","dairy-free,vegan,low-calorie,no-added-sugar","creamy espresso, nutty almond, cocoa, dry"
"DRK-0322","Tall Blended Unsweetened Almond Cold Brew with Mocha","Cold Brew","blended","tall","almond","mocha","unsweetened","0","high","5","6.25","dairy-free,vegan,low-calorie,no-added-sugar","bold smooth coffee, nutty almond, cocoa, dry"
"DRK-0323","Grande Blended Unsweetened Almond Mocha with Mocha","Mocha","blended","grande","almond","mocha","unsweetened","2","medium","255","7.2","dairy-free,vegan,no-added-sugar","chocolate espresso, nutty almond, cocoa, dry"
"DRK-0324","Grande Blended Unsweetened Almond Matcha Latte with Mocha","Matcha Latte","blended","grande","almond","mocha","unsweetened","0","medium","205","7.1","dairy-free,vegan,no-added-sugar","earthy green tea, nutty almond, cocoa, dry"
"DRK-0325","Grande Blended Unsweetened Almond Chai Latte with Mocha","Chai Latte","blended","grande","almond","mocha","unsweetened","0","medium","215","6.8","dairy-free,vegan,no-added-sugar","spiced black tea, nutty almond, cocoa, dry"
"DRK-0326","Grande Blended Light No Milk Americano with White Mocha","Americano","blended","grande","none","white mocha","light","2","medium","115","5.2","dairy-free,vegan,nut-free,low-calorie","clean espresso, no milk, white chocolate, lightly sweet"
"DRK-0327","Grande Hot Light Almond Cappuccino with White Mocha","Cappuccino","hot","grande","almond","white mocha","light","2","medium","190","6.6","dairy-free,vegan","foamy espresso, nutty almond, white chocolate, lightly sweet"
"DRK-0328","Grande Blended Light Almond Frappuccino with White Mocha","Frappuccino","blended","grande","almond","white mocha","light","0","low","360","7.9","dairy-free,vegan","sweet blended coffee, nutty almond, white chocolate, lightly sweet"
"DRK-0329","Grande Blended Light No Milk Refresher with Raspberry","Refresher","blended","grande","none","raspberry","light","0","low","170","6","dairy-free,vegan,nut-free","bright fruit, no milk, berry, lightly sweet"
"DRK-0330","Venti Iced Light No Milk Herbal Tea with No Syrup","Herbal Tea","iced","venti","none","none","light","0","none","100","4.75","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, unsweetened, lightly sweet"
"DRK-0331","Venti Hot Light Soy Latte with Brown Sugar","Latte","hot","venti","soy","brown sugar","light","3","medium","273","7.05","dairy-free,vegan,nut-free","creamy espresso, smooth soy, brown sugar, lightly sweet"
"DRK-0332","Venti Iced Light Soy Cold Brew with Brown Sugar","Cold Brew","iced","venti","soy","brown sugar","light","0","high","163","7.25","dairy-free,vegan,nut-free","bold smooth coffee, smooth soy, brown sugar, lightly sweet"
"DRK-0333","Venti Hot Light Soy Mocha with Brown Sugar","Mocha","hot","venti","soy","brown sugar","light","3","medium","373","7.65","dairy-free,vegan,nut-free","chocolate espresso, smooth soy, brown sugar, lightly sweet"
"DRK-0334","Venti Hot Light Soy Matcha Latte with Brown Sugar","Matcha Latte","hot","venti","soy","brown sugar","light","0","medium","323","7.55","dairy-free,vegan,nut-free","earthy green tea, smooth soy, brown sugar, lightly sweet"
"DRK-0335","Venti Hot Light Soy Chai Latte with Brown Sugar","Chai Latte","hot","venti","soy","brown sugar","light","0","medium","333","7.25","dairy-free,vegan,nut-free","spiced black tea, smooth soy, brown sugar, lightly sweet"
"DRK-0336","Venti Hot Light No Milk Americano with Cinnamon Dolce","Americano","hot","venti","none","cinnamon dolce","light","3","medium","145","5.55","dairy-free,vegan,nut-free","clean espresso, no milk, warm cinnamon, lightly sweet"
"DRK-0337","Short Hot Light Soy Cappuccino with Cinnamon Dolce","Cappuccino","hot","short","soy","cinnamon dolce","light","2","medium","130","5.45","dairy-free,vegan,nut-free","foamy espresso, smooth soy, warm cinnamon, lightly sweet"
"DRK-0338","Short Blended Light Soy Frappuccino with Cinnamon Dolce","Frappuccino","blended","short","soy","cinnamon dolce","light","0","low","300","6.75","dairy-free,vegan,nut-free","sweet blended coffee, smooth soy, warm cinnamon, lightly sweet"
"DRK-0339","Short Iced Classic No Milk Refresher with Cinnamon Dolce","Refresher","iced","short","none","cinnamon dolce","classic","0","low","135","4.95","dairy-free,vegan,nut-free","bright fruit, no milk, warm cinnamon, balanced sweet"
"DRK-0340","Short Hot Classic No Milk Herbal Tea with Cinnamon Dolce","Herbal Tea","hot","short","none","cinnamon dolce","classic","0","none","55","3.85","dairy-free,vegan,nut-free,low-calorie","calm botanical, no milk, warm cinnamon, balanced sweet"
"DRK-0341","Short Iced Classic Soy Latte with Peppermint","Latte","iced","short","soy","peppermint","classic","2","medium","175","5.55","dairy-free,vegan,nut-free","creamy espresso, smooth soy, cool mint, balanced sweet"
"DRK-0342","Short Iced Classic Coconut Cold Brew with Peppermint","Cold Brew","iced","short","coconut","peppermint","classic","0","high","70","5.75","dairy-free,vegan,low-calorie","bold smooth coffee, tropical coconut, cool mint, balanced sweet"
"DRK-0343","Short Iced Classic Coconut Mocha with Peppermint","Mocha","iced","short","coconut","peppermint","classic","2","medium","280","6.15","dairy-free,vegan","chocolate espresso, tropical coconut, cool mint, balanced sweet"
"DRK-0344","Tall Iced Classic Coconut Matcha Latte with Peppermint","Matcha Latte","iced","tall","coconut","peppermint","classic","0","medium","265","6.55","dairy-free,vegan","earthy green tea, tropical coconut, cool mint, balanced sweet"
"DRK-0345","Tall Iced Classic Coconut Chai Latte with Peppermint","Chai Latte","iced","tall","coconut","peppermint","classic","0","medium","275","6.25","dairy-free,vegan","spiced black tea, tropical coconut, cool mint, balanced sweet"
"DRK-0346","Tall Iced Classic Coconut Americano with Raspberry","Americano","iced","tall","coconut","raspberry","classic","2","medium","105","5.25","dairy-free,vegan,low-calorie","clean espresso, tropical coconut, berry, balanced sweet"
"DRK-0347","Tall Iced Classic Coconut Cappuccino with Raspberry","Cappuccino","iced","tall","coconut","raspberry","classic","2","medium","200","5.95","dairy-free,vegan","foamy espresso, tropical coconut, berry, balanced sweet"
"DRK-0348","Tall Blended Classic Coconut Frappuccino with Raspberry","Frappuccino","blended","tall","coconut","raspberry","classic","0","low","370","7.25","dairy-free,vegan","sweet blended coffee, tropical coconut, berry, balanced sweet"
"DRK-0349","Tall Iced Classic Coconut Refresher with Raspberry","Refresher","iced","tall","coconut","raspberry","classic","0","low","180","6.15","dairy-free,vegan","bright fruit, tropical coconut, berry, balanced sweet"
"DRK-0350","Tall Iced Classic Coconut Herbal Tea with Raspberry","Herbal Tea","iced","tall","coconut","raspberry","classic","0","none","100","5.05","dairy-free,vegan,low-calorie","calm botanical, tropical coconut, berry, balanced sweet"
"DRK-0351","Grande Blended Classic Coconut Latte with No Syrup","Latte","blended","grande","coconut","none","classic","2","medium","195","6","dairy-free,vegan,no-added-sugar","creamy espresso, tropical coconut, unsweetened, balanced sweet"
"DRK-0352","Grande Blended Extra Coconut Cold Brew with No Syrup","Cold Brew","blended","grande","coconut","none","extra","0","high","85","6.2","dairy-free,vegan,low-calorie,no-added-sugar","bold smooth coffee, tropical coconut, unsweetened, dessert sweet"
"DRK-0353","Grande Blended Extra Nonfat Mocha with No Syrup","Mocha","blended","grande","nonfat","none","extra","2","medium","260","5.9","vegetarian,low-fat,nut-free,no-added-sugar","chocolate espresso, light dairy, unsweetened, dessert sweet"
"DRK-0354","Grande Blended Extra Oat Matcha Latte with No Syrup","Matcha Latte","blended","grande","oat","none","extra","0","medium","260","6.5","dairy-free,vegan,nut-free,no-added-sugar","earthy green tea, toasty oat, unsweetened, dessert sweet"
"DRK-0355","Grande Blended Extra Almond Chai Latte with No Syrup","Chai Latte","blended","grande","almond","none","extra","0","medium","215","6.2","dairy-free,vegan,no-added-sugar","spiced black tea, nutty almond, unsweetened, dessert sweet"
"DRK-0356","Grande Blended Extra No Milk Americano with Vanilla","Americano","blended","grande","none","vanilla","extra","2","medium","141","5.1","dairy-free,vegan,nut-free","clean espresso, no milk, vanilla, dessert sweet"
"DRK-0357","Grande Hot Extra Coconut Cappuccino with Vanilla","Cappuccino","hot","grande","coconut","vanilla","extra","2","medium","256","6.5","dairy-free,vegan","foamy espresso, tropical coconut, vanilla, dessert sweet"
"DRK-0358","Venti Blended Extra Whole Frappuccino with Vanilla","Frappuccino","blended","venti","whole","vanilla","extra","0","low","496","7.55","vegetarian,nut-free","sweet blended coffee, rich dairy, vanilla, dessert sweet"
"DRK-0359","Venti Blended Extra No Milk Refresher with Vanilla","Refresher","blended","venti","none","vanilla","extra","0","low","261","6.45","dairy-free,vegan,nut-free","bright fruit, no milk, vanilla, dessert sweet"
"DRK-0360","Venti Iced Extra No Milk Herbal Tea with Vanilla","Herbal Tea","iced","venti","none","vanilla","extra","0","none","181","5.35","dairy-free,vegan,nut-free","calm botanical, no milk, vanilla, dessert sweet"
"DRK-0361","Venti Hot Extra Oat Latte with Caramel","Latte","hot","venti","oat","caramel","extra","3","medium","363","7.05","dairy-free,vegan,nut-free","creamy espresso, toasty oat, buttery caramel, dessert sweet"
"DRK-0362","Venti Iced Extra No Milk Cold Brew with Caramel","Cold Brew","iced","venti","none","caramel","extra","0","high","218","6.55","dairy-free,vegan,nut-free","bold smooth coffee, no milk, buttery caramel, dessert sweet"
"DRK-0363","Venti Hot Extra Soy Mocha with Caramel","Mocha","hot","venti","soy","caramel","extra","3","medium","443","7.65","dairy-free,vegan,nut-free","chocolate espresso, smooth soy, buttery caramel, dessert sweet"
"DRK-0364","Venti Hot Extra Whole Matcha Latte with Caramel","Matcha Latte","hot","venti","whole","caramel","extra","0","medium","423","6.85","vegetarian,nut-free","earthy green tea, rich dairy, buttery caramel, dessert sweet"
"DRK-0365","Short Hot Unsweetened Whole Chai Latte with Caramel","Chai Latte","hot","short","whole","caramel","unsweetened","0","medium","200","5.05","vegetarian,nut-free,no-added-sugar","spiced black tea, rich dairy, buttery caramel, dry"
"DRK-0366","Short Hot Unsweetened No Milk Americano with Hazelnut","Americano","hot","short","none","hazelnut","unsweetened","2","medium","5","4.05","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","clean espresso, no milk, toasted hazelnut, dry"
"DRK-0367","Short Hot Unsweetened Whole Cappuccino with Hazelnut","Cappuccino","hot","short","whole","hazelnut","unsweetened","2","medium","120","4.75","vegetarian,nut-free,low-calorie,no-added-sugar","foamy espresso, rich dairy, toasted hazelnut, dry"
"DRK-0368","Short Blended Unsweetened Whole Frappuccino with Hazelnut","Frappuccino","blended","short","whole","hazelnut","unsweetened","0","low","290","6.05","vegetarian,nut-free,no-added-sugar","sweet blended coffee, rich dairy, toasted hazelnut, dry"
"DRK-0369","Short Iced Unsweetened No Milk Refresher with Raspberry","Refresher","iced","short","none","raspberry","unsweetened","0","low","55","4.95","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","bright fruit, no milk, berry, dry"
"DRK-0370","Short Hot Unsweetened No Milk Herbal Tea with Hazelnut","Herbal Tea","hot","short","none","hazelnut","unsweetened","0","none","5","3.85","dairy-free,vegan,nut-free,low-calorie,no-added-sugar","calm botanical, no milk, toasted hazelnut, dry"
"DRK-0371","Short Iced Unsweetened Whole Latte with Mocha","Latte","iced","short","whole","mocha","unsweetened","2","medium","140","4.85","vegetarian,nut-free,no-added-sugar","creamy espresso, rich dairy, cocoa, dry"
"DRK-0372","Tall Iced Unsweetened Whole Cold Brew with Mocha","Cold Brew","iced","tall","whole","mocha","unsweetened","0","high","65","5.55","vegetarian,nut-free,low-calorie,no-added-sugar","bold smooth coffee, rich dairy, cocoa, dry"
"DRK-0373","Tall Iced Unsweetened Whole Mocha with Mocha","Mocha","iced","tall","whole","mocha","unsweetened","2","medium","275","5.95","vegetarian,nut-free,no-added-sugar","chocolate espresso, rich dairy, cocoa, dry"
"DRK-0374","Tall Iced Unsweetened Whole Matcha Latte with Mocha","Matcha Latte","iced","tall","whole","mocha","unsweetened","0","medium","225","5.85","vegetarian,nut-free,no-added-sugar","earthy green tea, rich dairy, cocoa, dry"
"DRK-0375","Tall Iced Unsweetened 2% Chai Latte with Mocha","Chai Latte","iced","tall","2%","mocha","unsweetened","0","medium","215","5.55","vegetarian,nut-free,no-added-sugar","spiced black tea, classic dairy, cocoa, dry"
